transaction_id,client_id,date_transaction,montant,devise,taux_change_eur,montant_eur,categorie,produit,agence,type_operation,statut,score_credit_client,segment_client,solde_avant,taux_interet
TXN000607,CLI0100,2022-11-12 03:19:00,-1497.99,EUR,1.0,-1497.99,Remboursement credit,Assurance Vie,Lille-Grand-Place,Debit,En attente,656.0,,30215.33,
TXN000507,CLI0138,2022-03-01 15:32:00,392.39,EUR,1.0,392.39,Depot especes,Credit Auto, Bordeaux-Meriadeck ,Credit,Complete,749.0,Premium,16366.02,
TXN000416,CLI0099,2024-11-07 22:06:00,-453.86,MAD,10.85,-41.83,Retrait DAB,Livret A,Nantes-Commerce,Debit,Complete,664.0,Standard,25082.48,
TXN001727,CLI0115,2022-07-02 13:52:00,643.85,CHF,0.97,663.76,Interets,Compte Epargne,Toulouse-Capitole,Credit,Complete,709.0,Standard,1785.36,
TXN000809,CLI0117,2023-03-28 09:45:00,-148.89,EUR,1.0,-148.89,Paiement CB,Credit Consommation,Lille-Grand-Place,Debit,Complete,,Standard,11987.02,
TXN001356,CLI0074,2022-05-21 02:09:00,439.15,MAD,10.85,40.47,Paiement CB,Compte Courant,Nantes-Commerce,Credit,Rejete,633.0,Standard,3392.52,
TXN000882,CLI0065,2024-12-22 11:25:00,-138.32,EUR,1.0,-138.32,Remboursement credit,PEA,Bordeaux-Meriadeck,Debit,Complete,,Standard,9377.15,
TXN001250,CLI0047,2024-03-06 23:20:00,-3771.5,EUR,1.0,-3771.5,Virement international,Credit Immobilier,Lyon-Part-Dieu,Debit,En attente,397.0,Risque,24060.76,
TXN000801,CLI0047,2023-10-21 06:18:00,1442.57,EUR,1.0,1442.57,Virement,Livret A,Lyon-Part-Dieu,Credit,Complete,397.0,Risque,12687.93,
TXN000376,CLI0067,2022-01-01 16:52:00,-2286.97,EUR,1.0,-2286.97,Depot especes,Assurance Vie,Paris-Centre,Debit,Complete,,Risque,515.02,
TXN000197,CLI0005,2022-11-20 14:29:00,"51,99",CHF,0.97,53.6,Prelevement,Credit Consommation,Lille-Grand-Place,Credit,Rejete,694.0,Standard,45479.42,
TXN001328,CLI0121,2023-11-09 20:42:00,-176.74,EUR,1.0,-176.74,Paiement CB,Assurance Vie,Marseille-Vieux-Port,Debit,Complete,818.0,Premium,38936.98,
TXN000065,CLI0063,2024-12-09 02:25:00,2618.05,EUR,1.0,2618.05,Remboursement credit,Credit Consommation,Paris-Centre,Credit,Complete,426.0,Risque,8489.82,
TXN001904,CLI0070,2022-06-14 21:10:00,297.53,EUR,1.0,297.53,Paiement CB,PEA,Nantes-Commerce,Credit,Complete,425.0,Risque,20697.77,
TXN000848,CLI0081,2024-04-26 16:28:00,2250.05,EUR,1.0,2250.05,Virement international,Compte Courant,Toulouse-Capitole,Credit,Complete,617.0,Standard,32228.95,
TXN000380,CLI0116,2024-10-04 06:20:00,-29.31,USD,1.08,-27.14,Paiement CB,Compte Courant,Nice-Massena,Debit,Complete,620.0,Standard,5203.45,
TXN001320,CLI0026,2023-12-19 14:58:00,205.55,EUR,1.0,205.55,Paiement CB,Compte Epargne,Lille-Grand-Place,Credit,Complete,699.0,Standard,14768.16,
TXN000972,CLI0051,2022-02-01 05:07:00,1284.95,GBP,0.86,1494.13,Depot especes,Credit Auto,Marseille-Vieux-Port,Credit,Complete,834.0,Premium,6407.26,
TXN001364,CLI0142,2022-03-08 20:20:00,-2119.09,EUR,1.0,-2119.09,Virement international,Compte Epargne,Toulouse-Capitole,Debit,Complete,676.0,Standard,42946.98,
TXN001100,CLI0039,2023-02-14 17:05:00,-1342.87,EUR,1.0,-1342.87,Depot especes,Assurance Vie,Lille-Grand-Place,Debit,Complete,631.0,Standard,40883.77,
TXN000139,CLI0115,2022-09-30 20:55:00,-1075.92,EUR,1.0,-1075.92,Remboursement credit,Compte Epargne, Toulouse-Capitole ,Debit,Complete,709.0,Standard,36420.12,
TXN000358,CLI0049,2023-04-26 23:15:00,-2624.59,USD,1.08,-2430.18,Interets,Credit Consommation,Lyon-Part-Dieu,Debit,Complete,593.0,Standard,41833.1,
TXN000484,CLI0027,2023-08-04 08:12:00,150.42,EUR,1.0,150.42,Interets,Compte Courant,Lyon-Part-Dieu,Credit,En attente,305.0,Risque,32864.62,
TXN000236,CLI0037,2024-01-18 02:23:00,2128.39,GBP,0.86,2474.87,Prelevement,Livret A,Lille-Grand-Place,Credit,Complete,622.0,Standard,16197.9,
TXN001418,CLI0075,2023-04-15 23:43:00,-1138.69,EUR,1.0,-1138.69,Virement,Credit Immobilier,Nice-Massena,Debit,Complete,647.0,Standard,47965.0,
TXN000787,CLI0035,2024-05-15 15:24:00,1529.77,MAD,10.85,140.99,Virement international,PEA,Lyon-Part-Dieu,Credit,En attente,600.0,Standard,12563.28,
TXN001438,CLI0096,2024-01-29 14:44:00,2097.2,EUR,1.0,2097.2,Prelevement,Compte Courant,Lyon-Part-Dieu,Credit,Complete,,,49660.21,
TXN001293,CLI0128,2024-09-18 22:17:00,-7473.37,EUR,1.0,-7473.37,Virement international,PEA,Marseille-Vieux-Port,Debit,Complete,683.0,Standard,30338.59,
TXN001814,CLI0090,2022-04-26 00:47:00,-139.59,EUR,1.0,-139.59,Retrait DAB,Credit Immobilier,Nantes-Commerce,Debit,En attente,,Standard,46532.86,
TXN000704,CLI0135,2024-01-25 16:00:00,556.89,EUR,1.0,556.89,Prelevement,Compte Epargne,Nantes-Commerce,Credit,Complete,593.0,Standard,49480.8,
TXN000591,CLI0146,2024-12-12 13:49:00,-2763.97,eur,1.0,-2763.97,Prelevement,Credit Auto,Toulouse-Capitole,Debit,Complete,583.0,Standard,35706.83,
TXN001429,CLI0148,2023-08-22 07:14:00,-210.56,EUR,1.0,-210.56,Paiement CB,Compte Courant,Lille-Grand-Place,Debit,Complete,,Standard,37850.41,
TXN000945,CLI0011,2024-11-05 07:41:00,-1083.26,EUR,1.0,-1083.26,Prelevement,Credit Consommation,Bordeaux-Meriadeck,Debit,Complete,672.0,Standard,2862.29,
TXN000176,CLI0103,2024-05-31 03:00:00,0.0,MAD,10.85,-89.32,Virement international,Credit Consommation,Paris-Centre,Debit,Complete,683.0,Standard,19617.6,
TXN000436,CLI0002,2023-07-24 19:40:00,287.62,CHF,0.97,296.52,Retrait DAB,Compte Courant,Lyon-Part-Dieu,Credit,Complete,606.0,Standard,2847.69,
TXN000823,CLI0022,2022-12-31 13:33:00,-200000.0,EUR,1.0,-1037.79,Virement,Compte Epargne,Toulouse-Capitole,Debit,Complete,787.0,Premium,33396.94,
TXN001480,CLI0046,2023-07-04 08:11:00,-7487.0,GBP,0.86,-8705.81,Virement international,Compte Epargne,Bordeaux-Meriadeck,Debit,Complete,841.0,Premium,17715.69,
TXN000375,CLI0145,2024-12-29 09:58:00,-1074.15,EUR,1.0,-1074.15,Remboursement credit,Livret A,Lyon-Part-Dieu,Debit,Complete,674.0,Standard,18352.59,
TXN001132,CLI0043,2022-12-06 20:40:00,-6899.74,EUR,1.0,-6899.74,Virement international,Credit Immobilier,Bordeaux-Meriadeck,Debit,Complete,,Premium,47761.01,
TXN000803,CLI0093,2023-07-20 06:37:00,3195.58,EUR,1.0,3195.58,Virement international,Credit Immobilier,Marseille-Vieux-Port,Credit,Complete,786.0,,30131.57,
TXN000083,CLI0002,2023-03-18 04:35:00,2823.67,EUR,1.0,2823.67,Prelevement,Compte Epargne,Lyon-Part-Dieu,Credit,Complete,606.0,Standard,14476.27,
TXN001086,CLI0014,2022-05-30 06:30:00,99999.99,USD,1.08,-1025.9,Virement international,Credit Consommation,Marseille-Vieux-Port,Debit,Complete,673.0,STANDARD,29509.86,
TXN000438,CLI0046,2022-12-30 14:47:00,1757.95,USD,1.08,1627.73,Depot especes,Livret A,Bordeaux-Meriadeck,Credit,Complete,841.0,Premium,16208.81,
TXN000553,CLI0132,2023-10-06 03:29:00,-72.95,EUR,1.0,-72.95,Retrait DAB,PEA,Bordeaux-Meriadeck,Debit,Complete,663.0,Standard,27900.89,
TXN001774,CLI0058,21/06/2022 05:54,497.93,EUR,1.0,497.93,Depot especes,Credit Immobilier,Marseille-Vieux-Port,Credit,Complete,704.0,Standard,18668.45,
TXN000806,CLI0031,2024-05-08 16:59:00,2859.71,EUR,1.0,2859.71,Remboursement credit,Credit Immobilier,Bordeaux-Meriadeck,Credit,Complete,559.0,Risque,34865.64,
TXN001097,CLI0052,2024-06-20 08:06:00,-55.72,EUR,1.0,-55.72,Retrait DAB,Credit Auto,Bordeaux-Meriadeck,Debit,En attente,838.0,Premium,29687.72,
TXN001163,CLI0042,2023-01-03 05:01:00,"-331,72",EUR,1.0,-331.72,Retrait DAB,Livret A,Bordeaux-Meriadeck,Debit,Complete,638.0,Standard,4798.66,
TXN001611,CLI0113,2022-04-05 13:27:00,2918.71,EUR,1.0,2918.71,Prelevement,Compte Epargne,Lyon-Part-Dieu,Credit,Complete,,Standard,3783.9,
TXN001287,CLI0038,2024-03-16 08:29:00,1967.99,EUR,1.0,1967.99,Virement,PEA,Bordeaux-Meriadeck,Credit,Complete,516.0,Risque,26811.02,
TXN001835,CLI0126,2023-11-21 18:00:00,-2668.15,EUR,1.0,-2668.15,Prelevement,Credit Immobilier,Bordeaux-Meriadeck,Debit,Complete,514.0,Risque,22320.22,
TXN000177,CLI0129,2022-02-20 15:06:03,921.53,EUR,1.0,921.53,Depot especes,Livret A,Paris-Centre,Credit,Complete,573.0,Risque,47039.74,
TXN000369,CLI0074,2022-10-24 05:40:00,-2432.77,EUR,1.0,-2432.77,Interets,Compte Epargne,Nantes-Commerce,Debit,Complete,633.0,Standard,3660.07,
TXN000451,CLI0133,2022-03-16 14:24:00,-2155.35,EUR,1.0,-2155.35,Depot especes,Compte Courant,Lille-Grand-Place,Debit,Complete,677.0,Standard,2297.1,
TXN000278,CLI0034,2024-10-30 05:07:00,195.96,USD,1.08,181.44,Retrait DAB,Compte Courant,Bordeaux-Meriadeck,Credit,Complete,457.0,Risque,32052.02,
TXN001142,CLI0027,2024-02-09 19:33:00,2617.66,EUR,1.0,2617.66,Interets,Compte Courant,Lyon-Part-Dieu,Credit,Complete,305.0,Risque,29558.12 EUR,
TXN000572,CLI0133,2023-03-13 21:52:00,-2239.51,EUR,1.0,-2239.51,Depot especes,Compte Epargne,Lille-Grand-Place,Debit,En attente,677.0,Standard,36358.09,
TXN000677,CLI0007,2023-01-30 03:06:00,86.25,EUR,1.0,86.25,Interets,Credit Consommation,Nantes-Commerce,Credit,En attente,635.0,Standard,6386.48,
TXN001570,CLI0017,2022-03-27 17:34:00,2871.46,USD,1.08,2658.76,Depot especes,Compte Epargne,Bordeaux-Meriadeck,Credit,Complete,649.0,Standard,27602.53,
TXN001241,CLI0127,2024-12-10 13:41:00,2379.7,EUR,1.0,2379.7,Remboursement credit,Livret A,Nice-Massena,Credit,Complete,691.0,Standard,22480.06 EUR,
TXN000872,CLI0057,2023-05-18 23:49:00,-407.41,EUR,1.0,-407.41,Paiement CB,Assurance Vie,Nice-Massena,Debit,Complete,435.0,,13820.74,
TXN000715,CLI0003,2024-01-04 05:13:00,362.92,EUR,1.0,362.92,Paiement CB,Credit Consommation,Lyon-Part-Dieu,Credit,Complete,587.0,Standard,2483.03,
TXN001945,CLI0066,2022-06-07 18:45:00,-2594.83,EUR,1.0,-2594.83,Depot especes,Assurance Vie,Nice-Massena,Debit,Complete,,Standard,9128.29,
TXN000594,CLI0118,2022-09-30 10:44:00,"-1222,79",EUR,1.0,-1222.79,Prelevement,Compte Epargne,Lille-Grand-Place,Debit,Complete,641.0,Standard,36831.59,
TXN001577,CLI0096,2022-01-16 01:01:00,1802.65,EUR,1.0,1802.65,Virement,Assurance Vie,Lyon-Part-Dieu,Credit,Complete,710.0,Standard,15005.8,
TXN000628,CLI0027,2023-02-25 11:10:00,2198.63,EUR,1.0,2198.63,Depot especes,Credit Auto,Lyon-Part-Dieu,Credit,Complete,305.0,Risque,5054.78,
TXN000429,CLI0011,2022-04-11 06:18:00,1346.68,EUR,1.0,1346.68,Remboursement credit,Assurance Vie,Bordeaux-Meriadeck,Credit,Complete,672.0,Standard,21180.86,
TXN001710,CLI0037,2024-11-07 00:40:00,363.09,CHF,0.97,374.32,Depot especes,Assurance Vie,Lille-Grand-Place,Credit,Rejete,622.0,Standard,17370.7,
TXN001033,CLI0009,2023-01-17 15:08:00,-1428.38,EUR,1.0,-1428.38,Prelevement,Compte Epargne,Nice-Massena,Debit,Complete,591.0,Standard,45073.62 EUR,
TXN000721,CLI0128,2022-12-18 08:06:00,1819.61,USD,1.08,1684.82,Prelevement,Compte Epargne,Marseille-Vieux-Port,Credit,Complete,683.0,Standard,48621.11 EUR,
TXN000345,CLI0093,2023-06-04 08:54:00,1631.51,EUR,1.0,1631.51,Prelevement,Assurance Vie,Marseille-Vieux-Port,Credit,Rejete,786.0,Premium,19932.96,
TXN001384,CLI0146,2023-08-03 08:51:00,770.67,EUR,1.0,770.67,Prelevement,Credit Immobilier,Toulouse-Capitole,Credit,Complete,583.0,Standard,48874.84,
TXN001253,CLI0072,2023-09-02 01:57:00,-404.23,USD,1.08,-374.29,Remboursement credit,Credit Auto,Marseille-Vieux-Port,Debit,En attente,606.0,STANDARD,44379.36,
TXN000426,CLI0057,2022-05-16 05:59:00,-478.26,USD,1.08,-442.83,Retrait DAB,Credit Auto,Nice-Massena,Debit,Complete,435.0,Risque,43352.07,
TXN001175,CLI0074,2022-03-27 06:05:00,956.0,EUR,1.0,956.0,Virement,Credit Immobilier,Nantes-Commerce,Credit,Complete,633.0,,36988.93,
TXN000052,CLI0076,31/05/2024 03:50,2120.25,EUR,1.0,2120.25,Interets,Credit Consommation,Lyon-Part-Dieu,Credit,Complete,326.0,Risque,44415.74,
TXN000974,CLI0103,2022-09-01 10:57:00,-415.86,USD,1.08,-385.06,Retrait DAB,Livret A,,Debit,Rejete,683.0,Standard,2357.36,
TXN001666,CLI0087,2023-03-19 02:35:00,489.96,EUR,1.0,489.96,Retrait DAB,Credit Immobilier,Toulouse-Capitole,Credit,Complete,607.0,Standard,29136.03,
TXN001684,CLI0073,2023-01-18 11:42:00,-219.93,MAD,10.85,-20.27,Interets,Credit Consommation,Marseille-Vieux-Port,Debit,Complete,747.0,,47466.84,
TXN000519,CLI0144,2023-02-24 04:21:00,-753.97,EUR,1.0,-753.97,Prelevement,Credit Auto,,Debit,Complete,361.0,Risque,37638.63,
TXN001524,CLI0138,21/07/2024 20:56,-2012.17,USD,1.08,-1863.12,Virement,Livret A,Bordeaux-Meriadeck,Debit,Complete,749.0,Premium,39271.55,
TXN000880,CLI0080,2024-09-26 13:56:00,1366.17,USD,1.08,1264.97,Depot especes,Assurance Vie,Paris-Centre,Credit,Complete,758.0,Premium,31183.26,
TXN001271,CLI0065,2022-07-12 14:24:00,-2259.7,EUR,1.0,-2259.7,Prelevement,Credit Auto,Bordeaux-Meriadeck,Debit,Complete,,Standard,15559.7,
TXN001753,CLI0067,2022-03-01 06:17:00,2164.38,EUR,1.0,2164.38,Interets,Credit Immobilier,Paris-Centre,Credit,Complete,337.0,Risque,27055.17,
TXN001990,CLI0109,2024-05-21 21:09:00,2579.3,EUR,1.0,2579.3,Prelevement,Credit Consommation,Lyon-Part-Dieu,Credit,Rejete,701.0,Standard,44314.35,
TXN001051,CLI0065,2023-08-30 00:34:00,-838.34,EUR,1.0,-838.34,Remboursement credit,Compte Epargne,Bordeaux-Meriadeck,Debit,Complete,660.0,Standard,16299.16,
TXN000862,CLI0096,2022-11-30 17:27:00,1175.61,EUR,1.0,1175.61,Depot especes,Compte Epargne,Lyon-Part-Dieu,Credit,Complete,710.0,Standard,35134.42,
TXN001587,CLI0070,2024-04-16 08:54:00,534.12,EUR,1.0,534.12,Interets,Livret A,Nantes-Commerce,Credit,Complete,425.0,Risque,5634.3,
TXN001054,CLI0010,2022-07-27 12:32:00,-2941.79,EUR,1.0,-2941.79,Depot especes,Assurance Vie,Lyon-Part-Dieu,Debit,Complete,,PREMIUM,1216.94,
TXN001721,CLI0104,2024-12-07 15:13:00,-268.87,EUR,1.0,-268.87,Virement,Credit Auto,Nantes-Commerce,Debit,Complete,690.0,Standard,39914.7,
TXN000346,CLI0053,2024-09-15 05:23:00,-1699.33,EUR,1.0,-1699.33,Remboursement credit,Assurance Vie,Paris-Centre,Debit,Complete,605.0,Standard,38732.3,
TXN000998,CLI0130,2022-11-07 03:47:00,-1785.18,EUR,1.0,-1785.18,Remboursement credit,Assurance Vie,,Debit,Complete,586.0,Standard,21315.12,
TXN000696,CLI0071,2022-10-10 22:47:00,-280.7,USD,1.08,-259.91,Retrait DAB,Assurance Vie,Paris-Centre,Debit,Complete,797.0,Premium,17396.95,
TXN001348,CLI0130,2024-12-18 18:39:00,-464.76,EUR,1.0,-464.76,Paiement CB,Compte Courant,Lyon-Part-Dieu,Debit,Complete,586.0,Standard,35983.45,
TXN001093,CLI0044,2022-11-18 10:33:03,2944.41,EUR,1.0,2944.41,Depot especes,Compte Epargne,Lyon-Part-Dieu,Credit,Complete,469.0,,13542.22,
TXN000289,CLI0034,2022-08-20 13:28:00,-185.62,CHF,0.97,-191.36,Interets,PEA, Bordeaux-Meriadeck ,Debit,Complete,457.0,Risque,43429.78,
TXN001021,CLI0065,2022-03-04 22:59:00,245.99,EUR,1.0,245.99,Paiement CB,Credit Auto,Bordeaux-Meriadeck,Credit,Complete,660.0,Standard,23725.08,
TXN001476,CLI0071,2022-05-11 23:40:00,-2007.89,USD,1.08,-1859.16,Remboursement credit,Credit Auto,Paris-Centre,Debit,Complete,797.0,Premium,7580.86,
TXN000126,CLI0074,2022-05-02 02:41:00,-4678.24,EUR,1.0,-4678.24,Virement international,Compte Courant,Nantes-Commerce,Debit,En attente,633.0,Standard,8835.73,
TXN000365,CLI0061,2023-02-06 04:51:00,-2879.49,GBP,0.86,-3348.24,Remboursement credit,Compte Courant,Marseille-Vieux-Port,Debit,Complete,341.0,Risque,25029.93 EUR,
TXN001238,CLI0142,2023-10-08 23:24:00,1672.88,EUR,1.0,1672.88,Interets,PEA,Toulouse-Capitole,Credit,Complete,,,16397.86,
TXN000986,CLI0073,01/07/2022 16:54,-2183.69,EUR,1.0,-2183.69,Depot especes,Compte Epargne,Marseille-Vieux-Port,Debit,Complete,747.0,,27931.08,
TXN000877,CLI0032,2022-02-17 16:32:00,-385.26,EUR,1.0,-385.26,Retrait DAB,PEA,Paris-Centre,Debit,Complete,621.0,Standard,10926.19,
TXN001103,CLI0006,2024-04-21 13:25:00,2427.89,EUR,1.0,2427.89,Depot especes,Compte Courant,Toulouse-Capitole,Credit,En attente,620.0,Standard,25661.86,
TXN001564,CLI0129,2024-06-11 04:16:00,-209.69,EUR,1.0,-209.69,Retrait DAB,Credit Auto, Paris-Centre ,Debit,Complete,573.0,Risque,3500.68,
TXN001663,CLI0044,2022-12-17 02:22:00,-2725.37,EUR,1.0,-2725.37,Prelevement,Livret A,Lyon-Part-Dieu,Debit,Complete,469.0,Risque,45502.06,
TXN001942,CLI0068,2023-04-24 05:03:00,2097.07,EUR,1.0,2097.07,Remboursement credit,Credit Consommation,Lyon-Part-Dieu,Credit,Complete,605.0,Standard,17407.97,
TXN000528,CLI0009,2022-10-30 11:28:00,"-4410,96",mad,10.85,-406.54,Virement international,Assurance Vie,Nice-Massena,Debit,Complete,591.0,Standard,1343.77,
TXN001060,CLI0054,2023-06-08 12:02:00,1999.06,USD,1.08,1850.98,Depot especes,Livret A,Bordeaux-Meriadeck,Credit,Complete,347.0,Risque,28110.15,
TXN001717,CLI0069,2023-12-02 10:27:00,851.28,EUR,1.0,851.28,Prelevement,Livret A,Marseille-Vieux-Port,Credit,Complete,647.0,,18861.17,
TXN000589,CLI0047,2023-04-05 00:01:00,2773.18,GBP,0.86,3224.63,Remboursement credit,Credit Consommation,Lyon-Part-Dieu,Credit,En attente,397.0,Risque,48708.97,
TXN000500,CLI0055,2023-11-19 02:07:00,857.99,EUR,1.0,857.99,Virement,Credit Immobilier,Bordeaux-Meriadeck,Credit,Complete,703.0,Standard,27715.05,
TXN001062,CLI0043,2024-04-30 00:48:00,7792.19,EUR,1.0,7792.19,Virement international,Credit Auto,Bordeaux-Meriadeck,Credit,Rejete,735.0,Premium,18826.69,
TXN000707,CLI0115,2023-05-21 16:21:00,2735.39,GBP,0.86,3180.69,Prelevement,Credit Auto,Toulouse-Capitole,Credit,Complete,709.0,Standard,2050.33,
TXN001677,CLI0004,2024-01-25 13:53:00,-2910.65,EUR,1.0,-2910.65,Virement,Compte Courant,,Debit,Complete,586.0,Standard,35051.27 EUR,
TXN000647,CLI0122,2024-10-30 20:29:00,2296.95,USD,1.08,2126.81,Depot especes,Credit Immobilier,Nantes-Commerce,Credit,Complete,824.0,Premium,16328.29,
TXN001130,CLI0022,2024-11-12 06:09:00,-2528.04,EUR,1.0,-2528.04,Depot especes,Compte Courant,Toulouse-Capitole,Debit,Complete,787.0,Premium,37255.33,
TXN000734,CLI0032,2022-11-29 06:48:00,-1337.08,CHF,0.97,-1378.43,Remboursement credit,PEA,Paris-Centre,Debit,Complete,621.0,Standard,24482.23,
TXN001660,CLI0109,2022-04-06 07:53:00,135.33,EUR,1.0,135.33,Paiement CB,Credit Immobilier,Lyon-Part-Dieu,Credit,Complete,701.0,Standard,44248.74,
TXN001150,CLI0044,2023-01-24 18:19:00,7288.88,EUR,1.0,7288.88,Virement international,Assurance Vie,Lyon-Part-Dieu,Credit,Complete,,Risque,26958.89,
TXN000976,CLI0131,2022-01-16 18:37:00,"1141,13",EUR,1.0,1141.13,Prelevement,Compte Epargne,Marseille-Vieux-Port,Credit,Complete,838.0,Premium,8918.44,
TXN001085,CLI0017,2022-05-05 06:14:00,769.62,EUR,1.0,769.62,Depot especes,Credit Auto,Bordeaux-Meriadeck,Credit,Complete,649.0,Standard,26892.99,
TXN000385,CLI0011,2023-09-04 06:23:00,2668.18,EUR,1.0,2668.18,Prelevement,Credit Consommation,Bordeaux-Meriadeck,Credit,Rejete,672.0,Standard,11874.7,
TXN000162,CLI0145,2024-03-07 21:57:00,-279.47,EUR,1.0,-279.47,Retrait DAB,Credit Immobilier,Lyon-Part-Dieu,Debit,Complete,674.0,Standard,34496.6 EUR,
TXN001264,CLI0126,2024-02-04 17:59:00,1215.13,EUR,1.0,1215.13,Prelevement,Compte Epargne,Bordeaux-Meriadeck,Credit,Complete,514.0,Risque,17621.6,
TXN001505,CLI0147,2022-07-04 16:52:00,2337.78,EUR,1.0,2337.78,Virement,Credit Auto,Nice-Massena,Credit,Complete,812.0,Premium,32918.13,
TXN000490,CLI0001,2023-06-30 04:44:00,-1023.0,USD,1.08,-947.22,Virement,Compte Courant,Lille-Grand-Place,Debit,Complete,586.0,Standard,47001.56,
TXN001011,CLI0041,2023-04-08 11:40:00,-91.68,EUR,1.0,-91.68,Prelevement,Assurance Vie,Bordeaux-Meriadeck,Debit,Complete,643.0,Standard,43417.85,
TXN000478,CLI0009,2022-10-25 19:59:00,6609.45,MAD,10.85,609.17,Virement international,Compte Epargne,Nice-Massena,Credit,Complete,591.0,Standard,11973.58,
TXN001006,CLI0051,21/08/2022 01:56,-1301.34,GBP,0.86,-1513.19,Interets,Credit Auto,Marseille-Vieux-Port,Debit,Complete,834.0,Premium,43723.33,
TXN000442,CLI0128,2023-04-22 22:18:00,-2938.81,GBP,0.86,-3417.22,Interets,Compte Courant,Marseille-Vieux-Port,Debit,Complete,683.0,Standard,39856.95 EUR,
TXN000632,CLI0003,2023-10-07 12:49:00,-534.76,EUR,1.0,-534.76,Prelevement,Compte Courant,Lyon-Part-Dieu,Debit,Complete,,Standard,32109.14,
TXN001573,CLI0141,2024-11-03 12:36:00,971.43,EUR,1.0,971.43,Interets,Livret A,Lille-Grand-Place,Credit,Complete,726.0,,29458.77,
TXN001578,CLI0149,2023-08-24 12:24:00,-347.56,EUR,1.0,-347.56,Paiement CB,Compte Epargne,Nice-Massena,Debit,Complete,575.0,Risque,20581.97,
TXN000640,CLI0064,2023-01-30 11:29:00,339.06,EUR,1.0,339.06,Prelevement,Compte Epargne,Lille-Grand-Place,Credit,Complete,800.0,Premium,3203.46,
TXN001539,CLI0059,2022-04-08 09:23:00,7765.76,EUR,1.0,7765.76,Virement international,Credit Auto,Paris-Centre,Credit,Complete,594.0,Standard,40071.23,
TXN000724,CLI0076,2023-02-23 20:02:00,134.27,EUR,1.0,134.27,Retrait DAB,Credit Auto,Lyon-Part-Dieu,Credit,Complete,326.0,Risque,16501.62,
TXN001734,CLI0063,2023-06-14 08:37:00,-236.43,GBP,0.86,-274.92,Retrait DAB,Assurance Vie,Paris-Centre,Debit,Complete,426.0,Risque,13263.34,
TXN000494,CLI0100,2024-01-06 15:05:00,-2661.38,EUR,1.0,-2661.38,Prelevement,Credit Consommation,Lille-Grand-Place,Debit,Complete,656.0,Standard,9735.33,
TXN001201,CLI0055,2024-01-14 19:58:00,171.44,GBP,0.86,199.35,Paiement CB,Credit Auto,Bordeaux-Meriadeck,Credit,Complete,703.0,Standard,35209.8,
TXN000119,CLI0106,2024-08-23 23:46:00,-49.9,EUR,1.0,-49.9,Retrait DAB,Credit Consommation,Nantes-Commerce,Debit,Complete,652.0,Standard,49906.33,
TXN001845,CLI0062,2024-07-24 00:54:00,517.3,EUR,1.0,517.3,Interets,Compte Epargne,Toulouse-Capitole,Credit,Complete,640.0,Standard,17221.46,
TXN001237,CLI0071,2024-07-17 09:10:00,-1780.12,EUR,1.0,-1780.12,Interets,Compte Courant,Paris-Centre,Debit,Complete,797.0,Premium,43400.11,
TXN001989,CLI0034,2024-12-12 22:22:00,80.45,EUR,1.0,80.45,Remboursement credit,Credit Consommation,Bordeaux-Meriadeck,Credit,Complete,457.0,Risque,10074.27,
TXN001091,CLI0114,2023-01-10 06:49:00,-1047.95,EUR,1.0,-1047.95,Virement international,Assurance Vie,Nantes-Commerce,Debit,Complete,838.0,Premium,16068.79,
TXN000890,CLI0058,2022-10-12 03:20:00,2591.1,GBP,0.86,3012.91,Virement,Credit Consommation,Marseille-Vieux-Port,Credit,Complete,704.0,Standard,9638.87,
TXN001299,CLI0142,2022-12-18 12:13:00,-4425.35,USD,1.08,-4097.55,Virement international,Credit Immobilier,Toulouse-Capitole,Debit,Complete,676.0,Standard,37048.76,
TXN000415,CLI0003,2023-07-10 21:54:00,-2742.96,EUR,1.0,-2742.96,Prelevement,Livret A,Lyon-Part-Dieu,Debit,Complete,587.0,Standard,43383.78,
TXN001882,CLI0133,2023-08-21 23:45:00,-2982.49,EUR,1.0,-2982.49,Remboursement credit,Livret A,Lille-Grand-Place,Debit,Complete,677.0,STANDARD,267.6,
TXN000771,CLI0077,2022-12-18 13:42:00,-200.67,MAD,10.85,-18.49,Virement international,Assurance Vie,Paris-Centre,Debit,Complete,322.0,Risque,22301.52,
TXN000805,CLI0052,2023-01-28 13:35:00,2149.23,EUR,1.0,2149.23,Depot especes,PEA,Bordeaux-Meriadeck,Credit,En attente,838.0,Premium,22479.26,
TXN001871,CLI0055,2022-10-18 23:58:00,469.53,USD,1.08,434.75,Paiement CB,Assurance Vie,Bordeaux-Meriadeck,Credit,Complete,703.0,STANDARD,41182.31,
TXN000949,CLI0073,2023-05-16 09:08:00,-1838.07,EUR,1.0,-1838.07,Virement,Livret A,Marseille-Vieux-Port,Debit,Complete,747.0,Premium,3911.26,
TXN001921,CLI0011,2022-08-06 00:11:00,-2404.89,GBP,0.86,-2796.38,Interets,PEA,Bordeaux-Meriadeck,Debit,Complete,672.0,,23329.55,
TXN000573,CLI0016,2022-10-30 07:09:00,"378,29",EUR,1.0,378.29,Retrait DAB,Compte Epargne,Bordeaux-Meriadeck,Credit,Complete,716.0,Standard,43023.28,
